지점명	address	distance	address2	num_review	지점명2
스타벅스 수영망미DT점	망미동 412-27	0.7184026835807121	부산광역시 수영구 구락로123번길 20	11123	F1963
스타벅스 수영망미DT점	망미동 412-27	0.8072553389256574	부산광역시 수영구 망미배산로76번나길 15	24538	영주암(부산)
스타벅스 수영망미DT점	망미동 412-27	0.8556810897286365	부산광역시 수영구 연수로379번길 42	22675	25의용단
스타벅스 수원IC DT점	영덕동 522-2 LG동광주유소	1.9251357275232568	경기도 수원시 영통구 광교호수공원로 102	0	광교 프라이부르크전망대
스타벅스 수원IC DT점	영덕동 522-2 LG동광주유소	2.613660693695558	경기도 수원시 영통구	19403	심온선생묘
스타벅스 수원IC DT점	영덕동 522-2 LG동광주유소	2.710931317862676	경기도 수원시 팔달구 동수원로 335	24016	인계예술공원
스타벅스 수원KBS DT점	인계동 363-5	0.6270484175008721	경기도 수원시 팔달구 인계동	31473	월화원
스타벅스 수원KBS DT점	인계동 363-5	0.9408709298619145	경기도 수원시 팔달구 동수원로 335	24016	인계예술공원
스타벅스 수원KBS DT점	인계동 363-5	0.9561647178414564	경기도 수원시 팔달구 경수대로 697	24433	창룡문
스타벅스 수원경수인계DT점	경기 수원시 팔달구 인계동 963-11	0.11634042856541098	경기도 수원시 팔달구 인계동	31473	월화원
스타벅스 수원경수인계DT점	경기 수원시 팔달구 인계동 963-11	0.8099311435653125	경기도 수원시 팔달구 경수대로 697	24433	창룡문
스타벅스 수원경수인계DT점	경기 수원시 팔달구 인계동 963-11	1.235517265890741	경기도 수원시 팔달구 정조로 780	30226	팔달문
스타벅스 수원권선DT점	오목천동 321-20	2.587809388483869	경기도 화성시 기안길 55	1329	실내바다낚시 휴
스타벅스 수원권선DT점	오목천동 321-20	3.6802313030711633	경기도 화성시 매송면 매봉로 40-16	23109	원평허브농원
스타벅스 수원권선DT점	오목천동 321-20	4.824922009751189	경기도 화성시 효행로481번길 21	40864	화성 융릉(장조,헌경왕후)과 건릉(정조,효의왕후) [유네스코 세계문화유산]
스타벅스 수원망포DT점	망포동 38-23 GS칼텍스삼신주유소	1.555749001475902	경기도 수원시 권선구 동수원로 232	48540	수원온수골온천
스타벅스 수원망포DT점	망포동 38-23 GS칼텍스삼신주유소	1.5725741483433149	경기도 수원시 영통구	19403	심온선생묘
스타벅스 수원망포DT점	망포동 38-23 GS칼텍스삼신주유소	2.1679803846611883	경기도 수원시 팔달구 효원로307번길 26	34328	효원공원
스타벅스 수원세류DT점	세류동 325-1	0.8666175174535241	경기도 수원시 팔달구 매산로116번길 18	0	탑교육문화원(찾아가는 VR 체험 버스)
스타벅스 수원세류DT점	세류동 325-1	1.081261618897052	경기도 수원시 팔달구 향교로 107-9	23066	수원향교
스타벅스 수원세류DT점	세류동 325-1	1.4488329073884605	경기도 수원시 팔달구 팔달산로 108	24460	팔달공원
스타벅스 수원연무DT점	연무동 247-16	0.6602891429937047	경기도 수원시 팔달구 창룡대로103번길 20	30636	연무대(동장대)
스타벅스 수원연무DT점	연무동 247-16	0.8209648471814492	경기도 수원시 팔달구 창룡대로 236-54	32997	봉녕사(수원)
스타벅스 수원연무DT점	연무동 247-16	1.073486765788366	경기도 수원시 팔달구 수원천로392번길 44-6	25393	화홍문(華虹門)
스타벅스 수원인계DT점	인계동 1019 1~2층	0.3902119441888891	경기도 수원시 팔달구 인계동	31473	월화원
스타벅스 수원인계DT점	인계동 1019 1~2층	1.0584375086589664	경기도 수원시 팔달구 효원로307번길 26	34328	효원공원
스타벅스 수원인계DT점	인계동 1019 1~2층	1.0932268598960295	경기도 수원시 팔달구 경수대로 697	24433	창룡문
스타벅스 수지성복DT점	성복동 83-2 1~2층	0.9353700615698364	경기도 용인시 수지구 심곡로 16-9	25584	심곡서원
스타벅스 수지성복DT점	성복동 83-2 1~2층	2.5468024808275382	경기도 용인시 기흥구 용구대로 2621	413	분당승무사업소(죽전역)
스타벅스 수지성복DT점	성복동 83-2 1~2층	2.955317634113452	경기도 용인시 기흥구 보정동	54944	보정동카페거리
스타벅스 시흥대야DT점	대야동 501-3	0.6766808321205546	경기 시흥시 신천동	41180	소래산산림욕장
스타벅스 시흥대야DT점	대야동 501-3	0.6766808321205546	경기도 시흥시 신천동	55134	소래산
스타벅스 시흥대야DT점	대야동 501-3	0.9923758647538804	경기도 시흥시 소산서원길 20	3441	소산서원
스타벅스 신림DT점	신림동 564-12	0.8890192789599509	서울특별시 관악구 대학동	27352	관악산 호수공원
스타벅스 신림DT점	신림동 564-12	0.912124504713874	서울 관악구 대학동 203번지 일대	42625	관악산공원 야외식물원
스타벅스 신림DT점	신림동 564-12	1.0445647479115303	서울특별시 관악구 호암로 454-16	38039	삼성산성지
스타벅스 신영통DT점	반월동 163-3	1.7805646571227365	경기도 용인시 기흥구 덕영대로 1732	50451	경희천문대
스타벅스 신영통DT점	반월동 163-3	3.0707762875302747	경기도 수원시 권선구 동수원로 232	48540	수원온수골온천
스타벅스 신영통DT점	반월동 163-3	3.1492337843387137	경기도 수원시 영통구	19403	심온선생묘
스타벅스 신월IC DT점	신월동 205-49	0.4796575165165795	서울특별시 양천구 남부순환로64길 20	37233	서서울호수공원
스타벅스 신월IC DT점	신월동 205-49	0.7418949583757857	서울특별시 양천구 곰달래로13길 73	0	푸드뱅크마켓 신월점&50스타트센터
스타벅스 신월IC DT점	신월동 205-49	1.1175724313786328	서울특별시 양천구 신월동	0	지양산(무장애숲길,유아숲체험원)
스타벅스 신정DT점	신정동 981-15	0.41539072995720266	서울특별시 양천구 오목로 359	0	무중력지대 양천
스타벅스 신정DT점	신정동 981-15	0.6921848384701421	서울특별시 양천구 목동로25길 23	0	양천구 로데오거리
스타벅스 신정DT점	신정동 981-15	0.7452857165590318	서울특별시 양천구 신정동	0	신트리공원(농촌체험,자연학습장)
스타벅스 아산방축DT점	방축동 124-5	0.6524210149257939	충청남도 아산시 온천대로 1459	12144	온양관광호텔 온천탕
스타벅스 아산방축DT점	방축동 124-5	0.8899088959758925	충청남도 아산시 온천동	137492	온양온천지구
스타벅스 아산방축DT점	방축동 124-5	1.0295903420882528	충청남도 아산시 온천대로 1496	19660	이충무공사적비
스타벅스 안성공도DT점	마정리 147-8	0.536423037773901	경기도 안성시 공도읍 대림동산길 36	24568	안성맞춤가족공원
스타벅스 안성공도DT점	마정리 147-8	2.047495040309084	경기도 안성시 공도읍 대신두길 28	5705	안성팜랜드
스타벅스 안성공도DT점	마정리 147-8	3.299070756532183	경기도 안성시 양성면 방신리	18558	무양산성(무한성)
스타벅스 안성석정DT점	석정동 254-3	0.5761783657260684	경기도 안성시 내혜홀3길 7-1	19807	아양동 석불입상
스타벅스 안성석정DT점	석정동 254-3	0.7115338984637102	경기도 안성시 안성맞춤대로 1143	22578	솔밭공원
스타벅스 안성석정DT점	석정동 254-3	0.8905392457119008	경기도 안성시 낙원길 22	27086	안성향교
스타벅스 안양비산DT점	비산동 580-6	1.6537215867058332	경기도 안양시 동안구 관평로 149	22275	안양 중앙공원
스타벅스 안양비산DT점	비산동 580-6	2.0743101144482368	경기도 안양시 동안구 귀인로190번길 90-16	20062	평촌 먹거리촌
스타벅스 안양비산DT점	비산동 580-6	2.1387117574181187	경기도 안양시 만안구 안양로291번길 34	20737	안양명물 순대곱창골목
스타벅스 안양석수DT점	석수동 385-3	1.1069636184890963	경기 안양시 만안구 석수동	48040	삼성산
스타벅스 안양석수DT점	석수동 385-3	1.2776463352762977	경기도 안양시 만안구 석수로	35414	안양천
스타벅스 안양석수DT점	석수동 385-3	1.6728717611002095	경기도 광명시 기아로 113	50698	기아자동차 소하리공장
스타벅스 안양운동장사거리DT점	비산동 1054	1.6325233427811467	경기도 안양시 동안구 관평로 149	22275	안양 중앙공원
스타벅스 안양운동장사거리DT점	비산동 1054	2.3531482115634947	경기도 안양시 만안구 임곡로 245	22060	망해암
스타벅스 안양운동장사거리DT점	비산동 1054	2.3961862638303875	경기도 안양시 동안구 귀인로190번길 90-16	20062	평촌 먹거리촌
스타벅스 안양호계DT점	호계동 714-5	0.6345652956322848	경기도 군포시 농심로 35	2901	농심 안양공장
스타벅스 안양호계DT점	호계동 714-5	1.8386459171846323	경기도 안양시 동안구 귀인로190번길 90-16	20062	평촌 먹거리촌
스타벅스 안양호계DT점	호계동 714-5	2.640763454278573	경기도 안양시 동안구 관평로 149	22275	안양 중앙공원
스타벅스 양산덕계DT점	덕계동 323-2	1.5764872668895544	경상남도 양산시 매곡4길 35	21131	천불사(경남)
스타벅스 양산덕계DT점	덕계동 323-2	2.0806102014630365	경상남도 양산시 그린공단1길 27	3560	천호엔케어
스타벅스 양산덕계DT점	덕계동 323-2	2.4995054796833838	경상남도 양산시 매곡3길 12-202	18386	수월사(경남)
스타벅스 양주광사DT점	광사동 342-7	3.5229909976459934	경기도 양주시 부흥로1423번길 50	19171	양주향교
스타벅스 양주광사DT점	광사동 342-7	4.019155280036654	경기도 양주시 유양동	54301	불곡산
스타벅스 양주광사DT점	광사동 342-7	4.072819898680518	경기도 양주시 백화암길 191	19415	백화암(양주)
스타벅스 양주덕정역DT점	덕정동 223-8	3.4470895446098697	경기도 양주시 회암동	28335	양주 회암사지
스타벅스 양주덕정역DT점	덕정동 223-8	4.1639566665688195	경기도 양주시 회암사길 281	7652	회암사(양주)
스타벅스 양주덕정역DT점	덕정동 223-8	5.7980791151293705	경기도 양주시 백화암길 191	19415	백화암(양주)
스타벅스 양주송추DT점	교현리 112-2	1.757840134833324	경기도 양주시 장흥면 호국로 332	24435	양주 도자기나라
스타벅스 양주송추DT점	교현리 112-2	1.988758679298817	경기도 양주시 장흥면 호국로 255-41	33037	양주 온릉(단경왕후) [유네스코 세계문화유산]
스타벅스 양주송추DT점	교현리 112-2	2.1190755307640985	경기도 양주시 장흥면 부곡리	25731	순교자 황사영 알렉시오 묘
스타벅스 여수둔덕DT점	둔덕동 491-1	2.362491749117834	전라남도 여수시 시전동	26072	여수 선소유적
스타벅스 여수둔덕DT점	둔덕동 491-1	2.715487999258215	전라남도 여수시 웅천동	0	예술의 섬 장도
스타벅스 여수둔덕DT점	둔덕동 491-1	3.2870450347280316	전라남도 여수시 여천동	19694	여수 석보(구, 석창성지)
스타벅스 여수학동DT점	학동 67-6 18, 19	0.1648026456324164	전라남도 여수시	1642	여수갯벌노을마을
스타벅스 여수학동DT점	학동 67-6 18, 19	0.1648026456324164	전라남도 여수시 이순신대로	1490	이순신대교
스타벅스 여수학동DT점	학동 67-6 18, 19	0.9630571733669904	전라남도 여수시 여천동	19694	여수 석보(구, 석창성지)
스타벅스 여주DT점	경기도 여주군 여주읍 점봉리 429-12	1.7717448906675852	경기도 여주시 명성로 71	43308	명성황후 생가
스타벅스 여주DT점	경기도 여주군 여주읍 점봉리 429-12	2.6882576557015097	경기도 여주시 향교1길 24	4369	여주향교
스타벅스 여주DT점	경기도 여주군 여주읍 점봉리 429-12	3.1811134542870434	경기도 여주시 주내로 13	26866	영월루
스타벅스 역곡역DT점	괴안동 112-25	1.346246872597296	경기도 부천시 소사로 367	28523	석왕사(경기)
스타벅스 역곡역DT점	괴안동 112-25	1.8872552740412805	경기도 부천시 원미구 소사로 456	28592	부천 원미공원
스타벅스 역곡역DT점	괴안동 112-25	2.454558309122984	경기도 부천시 길주로 660	40070	부천식물원
스타벅스 연희DT점	연희동 87-7 ,87-8	0.7524962289594193	서울특별시 서대문구 성산로13길 35-1	6612	해병대104고지전적비
스타벅스 연희DT점	연희동 87-7 ,87-8	0.8078174781760278	서울특별시 서대문구 연세로 50	22274	서울 연세대학교 스팀슨관
스타벅스 연희DT점	연희동 87-7 ,87-8	1.179239768450613	서울특별시 서대문구 봉원동	0	안산
스타벅스 영등포신길DT점	신길동 252-9 253-331253-333253-334253-335253-336	0.5784713728254018	서울특별시 영등포구 신길로 190	4631	이탈리아의무부대 6.25전쟁 참전기념비
스타벅스 영등포신길DT점	신길동 252-9 253-331253-333253-334253-335253-336	0.6741727627201717	서울특별시 영등포구 신길로 200-20	32799	영등포 신길동 홍어거리
스타벅스 영등포신길DT점	신길동 252-9 253-331253-333253-334253-335253-336	1.2595296713659865	서울특별시 영등포구 신길로 275	2981	맥아더 사령관 한강방어선 시찰지
스타벅스 오산IC DT점	원동 119-85	0.2683960548179409	경기도 오산시 원동	20459	운암뜰 한식거리
스타벅스 오산IC DT점	원동 119-85	2.251871367712898	경기도 오산시 경기대로 742	29380	유엔군 초전기념비
스타벅스 오산IC DT점	원동 119-85	2.2643946999693845	경기도 오산시 매홀로 3	20497	궐리사
스타벅스 오산갈곶DT점	갈곶동 244-3 245, 245-1, 245-5번지	1.5192062607366106	경기도 오산시 원동	20459	운암뜰 한식거리
스타벅스 오산갈곶DT점	갈곶동 244-3 245, 245-1, 245-5번지	3.342428394754392	경기도 오산시 경기대로 742	29380	유엔군 초전기념비
스타벅스 오산갈곶DT점	갈곶동 244-3 245, 245-1, 245-5번지	3.40796344373152	경기도 오산시 매홀로 3	20497	궐리사
스타벅스 온천장역DT점	장전동 607-6	0.6153369409903817	부산광역시 동래구 금강공원로20번길 23	134579	허심청
스타벅스 온천장역DT점	장전동 607-6	0.6382192312333658	부산광역시 동래구 금강공원로26번길 21	32820	동래온천 노천족탕
스타벅스 온천장역DT점	장전동 607-6	0.6431997248320395	부산광역시 동래구 금강로124번길 23-17	18356	온정개건비
스타벅스 용인김량장DT점	김량장동 177-1	4.570104773887435	경기도 용인시 처인구 동백죽전대로 111-14	9170	화운사
스타벅스 용인김량장DT점	김량장동 177-1	5.8107980339541285	경기도 용인시 처인구 양지면 대대로 110	23289	한터 조랑말농장
스타벅스 용인김량장DT점	김량장동 177-1	6.028543577540197	경기도 용인시 처인구 포곡읍 에버랜드로 199	47584	캐리비안베이
스타벅스 용인동백DT점	상하동 461-2	2.446176225973073	경기도 용인시 기흥구 민속촌로 90	93313	한국민속촌
스타벅스 용인동백DT점	상하동 461-2	2.9706150584128053	경기도 용인시 기흥구 용인향교로 12-6	3654	용인향교
스타벅스 용인동백DT점	상하동 461-2	3.0368299786804385	경기도 용인시 처인구 동백죽전대로 111-14	9170	화운사
스타벅스 용인마북DT점	마북동 502-152	0.9005958791711018	경기도 용인시 기흥구 용인향교로 12-6	3654	용인향교
스타벅스 용인마북DT점	마북동 502-152	1.1460664736162514	경기도 용인시 기흥구 마북로 119-8	0	장욱진고택
스타벅스 용인마북DT점	마북동 502-152	2.056221878746106	경기도 용인시 기흥구 보정동	54944	보정동카페거리
스타벅스 용인보라DT점	보라동 376-6	0.7033520752066704	경기도 용인시 기흥구 상갈동	20422	기흥맛깔촌
스타벅스 용인보라DT점	보라동 376-6	1.5227932545973522	경기도 용인시 기흥구 민속촌로 90	93313	한국민속촌
스타벅스 용인보라DT점	보라동 376-6	2.639037263466017	경기도 용인시 기흥구 덕영대로 1732	50451	경희천문대
스타벅스 용인상하DT점	경기 용인시 기흥구 상하동 249-2	1.865404180305381	경기도 용인시 처인구 동백죽전대로 111-14	9170	화운사
스타벅스 용인상하DT점	경기 용인시 기흥구 상하동 249-2	1.945250452559391	경기도 용인시 기흥구 민속촌로 90	93313	한국민속촌
스타벅스 용인상하DT점	경기 용인시 기흥구 상하동 249-2	3.315537851809529	경기도 용인시 기흥구 상갈동	20422	기흥맛깔촌
스타벅스 용인시청DT점	삼가동 197-4 197-7, 264-6	1.5890093721012986	경기도 용인시 처인구 동백죽전대로 111-14	9170	화운사
스타벅스 용인시청DT점	삼가동 197-4 197-7, 264-6	3.8976707478768717	경기도 화성시 동탄면 풀무골로 219	25360	만의사(화성)
스타벅스 용인시청DT점	삼가동 197-4 197-7, 264-6	4.9757690068562255	경기도 용인시 기흥구 민속촌로 90	93313	한국민속촌
스타벅스 울산MBC DT점	복산동 40-6	0.2168073889280145	울산광역시 중구 서원3길 65	24200	울산문화방송 방송직업 체험 교육 Play-M
스타벅스 울산MBC DT점	복산동 40-6	1.0151073121651641	울산광역시 중구 학성공원3길 54	25157	학성공원
스타벅스 울산MBC DT점	복산동 40-6	1.0742123606813951	울산광역시 중구 문화의거리 38	3876	태화서원
스타벅스 울산남구청DT점	신정동 133-1	0.9186628227392916	울산광역시 중구 옥교동	2214	울산 문화의거리
스타벅스 울산남구청DT점	신정동 133-1	1.3384913394692644	울산광역시 중구 학성로 65	1498	큐빅광장
스타벅스 울산남구청DT점	신정동 133-1	1.3610297213718319	울산광역시	37284	울산 12경
스타벅스 울산도산사거리DT점	울산 남구 야음동 580	1.3245421129764992	울산광역시 남구 여천로66번길 7	0	울산 신화마을
스타벅스 울산도산사거리DT점	울산 남구 야음동 580	1.72858080128373	울산광역시 남구 선암호수길 104	12376	선암호수공원
스타벅스 울산도산사거리DT점	울산 남구 야음동 580	1.884151070486645	울산광역시	37284	울산 12경
스타벅스 울산북구청DT점	연암동 1223-2 2필지	1.503504648632782	울산광역시 중구 서동	2278	울산 경상좌도병영성
스타벅스 울산북구청DT점	연암동 1223-2 2필지	1.5107974144854168	울산광역시 중구 병영성11길 25	17981	삼일사
스타벅스 울산북구청DT점	연암동 1223-2 2필지	1.5491313516120253	울산광역시 중구 병영성길 89	9041	병영교회
스타벅스 울산시청사거리DT점	달동 875-12	0.2368863506416272	울산광역시	37284	울산 12경
스타벅스 울산시청사거리DT점	달동 875-12	1.2001627534703143	울산광역시 남구 두왕로 277	25043	울산 태화사지 십이지상 사리탑
스타벅스 울산시청사거리DT점	달동 875-12	1.3772695374413495	울산광역시 남구 남산로 306	0	태화강동굴피아
스타벅스 울산정자비치DT점	산하동 398	0.5031729327291501	울산광역시 북구 동해안로 1650	36357	강동몽돌해변
스타벅스 울산정자비치DT점	산하동 398	0.7979845635974769	울산광역시 북구 화암길	31134	강동 화암 주상절리
스타벅스 울산정자비치DT점	산하동 398	1.0208764429636417	울산광역시 북구 산하중앙2로 87-33	0	울산안전체험관
스타벅스 울산중리사거리DT점	삼산동 1545-5	1.1754328984699725	울산광역시 중구 학성공원3길 54	25157	학성공원
스타벅스 울산중리사거리DT점	삼산동 1545-5	1.5951176250648167	울산광역시 중구 옥교동	2214	울산 문화의거리
스타벅스 울산중리사거리DT점	삼산동 1545-5	1.8408092136794647	울산광역시 중구 서원3길 65	24200	울산문화방송 방송직업 체험 교육 Play-M
스타벅스 울산호계DT점	울산광역시 북구 농소2동 546-2	0.570696535618527	울산광역시 북구 산업로	36349	정자.당사마을
스타벅스 울산호계DT점	울산광역시 북구 농소2동 546-2	2.190407150472024	울산광역시 북구 매곡산업로 35	1849	자동차부품기술연구소 모토웰
스타벅스 울산호계DT점	울산광역시 북구 농소2동 546-2	2.8572016827483164	울산광역시 북구 중산동	16618	중산동 고분군
스타벅스 원당DT점	주교동 620-1	0.7765257900328649	경기도 고양시 덕양구 고양대로 1445-46	2861	덕양서원(고양)
스타벅스 원당DT점	주교동 620-1	2.3659314770901365	경기도 고양시 덕양구 화중로104번길 13	0	화정 문화의거리
스타벅스 원당DT점	주교동 620-1	2.74715048543361	경기도 고양시 덕양구 서삼릉길 233-126	38302	고양 서삼릉(장경왕후) [유네스코 세계문화유산]
스타벅스 원주명륜DT점	명륜동 290-1	0.3404995226720111	강원도 원주시 향교길 37-1	25772	원주향교
스타벅스 원주명륜DT점	명륜동 290-1	1.1007466694001242	강원도 원주시 원일로 27	487	원동성당
스타벅스 원주명륜DT점	명륜동 290-1	1.2670746852408143	강원도 원주시 강변로 385	268	월운여울길
스타벅스 원주반곡DT점	반곡동 1141	0.12379686661036525	강원도 원주시 동부순환로 26	273	금대길
스타벅스 원주반곡DT점	반곡동 1141	1.103241326435572	강원도 원주시 토지길 1	33569	박경리문학공원
스타벅스 원주반곡DT점	반곡동 1141	2.589004205636666	강원도 원주시 강변로 385	268	월운여울길
스타벅스 을숙도강변DT점	하단동 1157-17	1.3525074697808668	부산광역시 사하구 낙동남로1233번길 1	379	낙동강문화관
스타벅스 을숙도강변DT점	하단동 1157-17	1.4148207604587255	부산광역시 사하구 하단동	26527	부산 에덴공원
스타벅스 을숙도강변DT점	하단동 1157-17	1.7203075047254888	부산광역시 사하구 낙동남로 1240	38639	낙동강하구에코센터
스타벅스 의왕청계DT점	경기 의왕시 청계동 829-4	0.8291695391606875	경기도 의왕시 백운로 497-3	23536	백운호수 음식마을
스타벅스 의왕청계DT점	경기 의왕시 청계동 829-4	0.9450765965326088	경기도 의왕시 백운로 485-4	57310	백운호수
스타벅스 의왕청계DT점	경기 의왕시 청계동 829-4	1.8764604493762767	경기 의왕시 학의동	0	백운호수 생태탐방로
스타벅스 의정부녹양DT점	가능동 93-1 92-2 (2필지)	1.795179166529389	경기도 의정부시 호국로1309번길 7	33726	의정부 부대찌개거리
스타벅스 의정부녹양DT점	가능동 93-1 92-2 (2필지)	3.161760607646777	경기도 양주시 부흥로1423번길 50	19171	양주향교
스타벅스 의정부녹양DT점	가능동 93-1 92-2 (2필지)	3.1700902976023237	경기도 양주시 어둔동	18731	양주 대모산성
스타벅스 의정부신곡DT점	경기 의정부시 신곡동 263-17	2.2923405974010023	경기도 의정부시 장곡로 22	0	아일랜드캐슬
스타벅스 의정부신곡DT점	경기 의정부시 신곡동 263-17	2.399497569008143	경기도 의정부시 호국로1309번길 7	33726	의정부 부대찌개거리
스타벅스 의정부신곡DT점	경기 의정부시 신곡동 263-17	2.7844425844463063	경기도 의정부시 동일로122번길 177	22821	석림사(경기)
스타벅스 의정부예술의전당DT점	의정부동 543-6	1.5330846364656388	경기도 의정부시 호국로1309번길 7	33726	의정부 부대찌개거리
스타벅스 의정부예술의전당DT점	의정부동 543-6	1.7636834278631508	경기도 의정부시 전좌로155번길 262	23634	회룡사(경기)
스타벅스 의정부예술의전당DT점	의정부동 543-6	2.801312447825152	경기도 의정부시 망월로28번길 356	21177	원효사(경기)
스타벅스 의정부용현DT점	경기 의정부시 용현동 189-3 4, 20, 21, 22(5필지)	1.4041930556312758	경기도 의정부시 고산로65번길 94	19789	미륵암
스타벅스 의정부용현DT점	경기 의정부시 용현동 189-3 4, 20, 21, 22(5필지)	2.490645994780514	경기도 의정부시 송산로939번길 98	54850	담다헌 체험교육관
스타벅스 의정부용현DT점	경기 의정부시 용현동 189-3 4, 20, 21, 22(5필지)	3.354638721463024	경기도 남양주시 별내면 순화궁로909번길 104	18650	내원암(경기)
스타벅스 의정부회룡역DT점	호원동 433-1	1.6985667808144094	경기도 의정부시 장곡로 22	0	아일랜드캐슬
스타벅스 의정부회룡역DT점	호원동 433-1	1.775609109285377	경기도 의정부시 전좌로155번길 262	23634	회룡사(경기)
스타벅스 의정부회룡역DT점	호원동 433-1	2.2284357668691026	경기도 의정부시 망월로28번길 356	21177	원효사(경기)
스타벅스 이천사음DT점	사음동 572-1	1.1737602133076803	경기도 이천시 신둔면 경충대로3150번길 19	58718	이천도예마을
스타벅스 이천사음DT점	사음동 572-1	1.4875862036342584	경기도 이천시 신둔면 경충대로 3194	23153	도예촌 쌀밥거리
스타벅스 이천사음DT점	사음동 572-1	1.5977338781599115	경기도 이천시 신둔면 경충대로 3217	32265	지순택요(고려도요)
스타벅스 이천증포DT점	경기 이천시 증포동 216-3 216-8, 216-10, 216-13, 217-5, 217-7	2.16455110712576	경기도 이천시 향교로 1	3232	이천향교
스타벅스 이천증포DT점	경기 이천시 증포동 216-3 216-8, 216-10, 216-13, 217-5, 217-7	2.3517958258976224	경기도 이천시 중리천로115번길 45	36898	스파플러스
스타벅스 이천증포DT점	경기 이천시 증포동 216-3 216-8, 216-10, 216-13, 217-5, 217-7	2.619489727299442	경기도 이천시 백사면 원적로568번길 205-26	21880	이천 신대리 백송
스타벅스 익산영등DT점	영등동 340-11	0.2925158791032004	전라북도 익산시 고봉로 279	538	문화공감 곳간(관광두레 주민사업체)
스타벅스 익산영등DT점	영등동 340-11	0.8785741883180663	전라북도 익산시 궁동로 57	16593	영등동 유적
스타벅스 익산영등DT점	영등동 340-11	2.010939523238197	전라북도 익산시 익산대로 501	25991	원불교중앙총부
